Date,Unique Addresses,Number of Transactions,Hash Rate (TH/s),Total Bitcoins in Circulation,Output Volume (BTC),Search Interest
2025-06-10,558332.0,428797.0,1066782693.950524,19877187.5,730915.7998810044,36.24927799807774
2025-06-11,519320.0,347263.0,890037632.2309102,19877446.875,624882.1140116946,32.36542678399798
2025-06-12,549165.0,425413.0,934223897.6608136,19877706.25,536443.2880349864,32.36542678399798
2025-06-13,567837.0,351499.0,915286926.762284,19878225.0,652807.4046937252,34.95466092671782
2025-06-16,527740.0,361092.0,917456209.4405266,19879800.0,585225.3398115342,31.07080971263806
2025-06-17,518441.0,354536.0,741505703.5204258,19880059.375,688195.2913633096,30.4235011769581
2025-06-18,526045.0,441317.0,879752529.6005048,19880318.75,596873.9955871598,31.07080971263806
2025-06-20,543938.0,353459.0,948875942.6405448,19881359.375,570351.2337046771,28.481575569918224
2025-06-23,477910.0,290678.0,672382290.480386,19882400.0,654822.3552653106,36.8965865337577
2025-06-24,498971.0,279124.0,735221756.880422,19882918.75,695759.3952848705,31.71811824831802
2025-06-25,516000.0,387919.0,898604369.5205159,19883437.5,721359.9045471862,30.4235011769581
2025-06-26,540682.0,504341.0,986579622.4805664,19883956.25,667699.1387740835,27.834267034238263
2025-06-27,524379.0,335434.0,722653863.6004148,19884737.5,665074.4058684345,29.776192641278143
2025-06-30,521131.0,339268.0,843035679.3574839,19885518.75,629712.8133923857,27.834267034238263
2025-07-01,542508.0,325613.0,779081248.5096745,19886040.625,496490.18432779866,26.539649962878343
2025-07-02,572880.0,366147.0,889547992.701345,19886559.375,472110.4808360808,29.128884105598182
2025-07-03,571346.0,361041.0,877919914.3653797,19887081.25,608819.0590214231,32.36542678399798
2025-07-07,493343.0,360355.0,877919914.3653797,19888120.3125,548473.8132949722,29.128884105598182
2025-07-08,521277.0,354753.0,825593561.8535358,19889159.375,469316.7702688984,27.186958498558305
2025-07-09,542076.0,444726.0,953502423.549154,19889681.25,494786.5288705546,31.71811824831802
2025-07-10,605456.0,446575.0,994200697.7250328,19890200.0,717053.9185477694,47.90083164031701
2025-07-11,626638.0,408758.0,872105875.197397,19890718.75,1014511.5155499782,61.494310889596164
2025-07-14,598435.0,457360.0,910161831.228891,19892293.75,1058789.7662005092,64.73085356799596
2025-07-15,560371.0,418737.0,1029424416.010608,19892821.875,1146546.0169305694,47.253523104637054
2025-07-16,542511.0,399196.0,822284137.1792051,19893340.625,933749.894068417,45.95890603327713
2025-07-17,594592.0,433844.0,853669027.9112357,19893601.5625,1052314.9859595487,45.31159749759717
2025-07-18,580677.0,452162.0,903884853.0824848,19893862.5,850360.3020828036,47.90083164031701
2025-07-21,537794.0,384438.0,941546721.960922,19895431.25,898509.9178894432,44.664288961917215
2025-07-22,519024.0,421750.0,941546721.960922,19895950.0,714622.9821449821,40.1331292121575
2025-07-23,535701.0,366826.0,878776940.4968604,19896471.875,617736.3952790183,38.838512140797576
2025-07-24,528797.0,409736.0,922715787.5217032,19896731.25,654229.3980521291,36.24927799807774
2025-07-25,577530.0,427905.0,1004316503.4249831,19896990.625,1013683.5782366012,38.838512140797576
2025-07-28,529385.0,502252.0,919884194.7454996,19898568.75,642324.7873246894,36.24927799807774
2025-07-29,561483.0,350960.0,710531240.0792824,19899103.125,584862.5983274233,37.54389506943766
2025-07-30,554145.0,423333.0,869131963.3112651,19899365.625,630779.5062044684,40.1331292121575
2025-07-31,584264.0,485215.0,976980455.1090132,19899628.125,578499.096549739,38.838512140797576
2025-08-01,636772.0,400385.0,957948368.3211752,19900146.875,765015.4144213927,45.056676901723804
2025-08-04,542397.0,443301.0,1084828946.9067616,19901728.125,683513.1045117929,44.19020234592142
2025-08-05,569616.0,411399.0,875475992.2405444,19902246.875,609936.6882308437,45.056676901723804
2025-08-06,665517.0,496208.0,913540165.8162204,19902790.625,626958.1893022532,47.65610056913095
2025-08-07,634516.0,565200.0,1021388657.6139684,19903117.1875,605012.0557144006,47.65610056913095
2025-08-08,749938.0,474798.0,870485436.2761792,19903443.75,625050.3468525579,46.789626013328565
2025-08-11,552696.0,449633.0,945836287.6602162,19904821.875,751664.821442906,65.85206624098095
2025-08-12,543783.0,367063.0,881493683.0574806,19905187.5,705780.9945488264,59.78674435036428
2025-08-13,562007.0,441094.0,1003744631.8026783,19905553.125,722056.7894571378,68.45148990838808
2025-08-14,630373.0,484085.0,1042350194.56432,19906309.375,681476.7634372207,83.18155735702857
2025-08-15,555918.0,430405.0,862190901.6766596,19906906.25,586342.0757750145,73.65033724320237
2025-08-18,506163.0,478104.0,990876110.8821312,19907692.1875,639131.0125125209,64.98559168517856
2025-08-19,508055.0,412417.0,862190901.6766596,19908478.125,620388.0999313553,64.98559168517856
2025-08-20,534876.0,424869.0,907230724.8985746,19909168.75,582297.0673954702,53.721422459747615
2025-08-21,536698.0,447767.0,958704808.5807632,19909575.0,604109.254676697,53.721422459747615
2025-08-22,559414.0,459717.0,939585701.641628,19909981.25,698681.1002906404,55.454371571352375
2025-08-25,525919.0,482127.0,909080588.918406,19911400.0,671005.1794498428,56.32084612715476
2025-08-26,528702.0,456605.0,967107009.4876657,19911740.625,699871.7370252023,58.05379523875952
2025-08-27,526965.0,499276.0,967107009.4876657,19912081.25,610384.5115604041,46.789626013328565
2025-08-28,547915.0,575612.0,1025133430.0569257,19912781.25,643223.426013164,44.19020234592142
2025-08-29,597526.0,596157.0,1063817710.4364324,19913434.375,830138.1786032679,51.12199879234047
2025-09-02,544795.0,592659.0,1050922950.3099302,19915071.875,634897.7967018404,45.056676901723804
2025-09-03,541497.0,411173.0,883291068.6654017,19915793.75,649861.8140678566,45.056676901723804
2025-09-04,540435.0,395181.0,902633208.8551546,19916115.625,741396.2704583535,43.323727790119044
2025-09-05,587857.0,416432.0,957592801.73997,19916437.5,827999.3999852549,44.19020234592142
2025-09-08,511832.0,567934.0,1082012601.5468135,19917956.25,715120.6199971415,41.59077867851428
2025-09-09,549610.0,619514.0,1129350652.8644862,19918367.1875,780937.4586881245,40.7243041227119
2025-09-10,542027.0,643239.0,1149638389.1434891,19918778.125,718427.2933867492,49.38904968073571
2025-09-11,537753.0,598468.0,1014386813.9501374,19919490.625,628815.5797930686,41.59077867851428
2025-09-12,543345.0,396513.0,811509451.1601102,19920186.458333332,574095.4367425097,41.59077867851428
2025-09-15,549560.0,535154.0,1102300337.8258162,19920882.291666668,746401.2310722882,41.59077867851428
2025-09-16,546260.0,536633.0,1082012601.5468135,19921578.125,626967.7823163777,37.25840589950238
2025-09-17,517428.0,362913.0,865610081.2374508,19922340.625,601936.1926088387,39.85782956690952
2025-09-18,536964.0,448521.0,1087599379.141188,19922690.625,710660.2158870158,42.45725323431666
2025-09-19,553195.0,478312.0,1188749380.7897809,19923040.625,723340.8229278914,37.25840589950238
2025-09-22,515742.0,456797.0,1061383375.7051616,19924484.375,724557.0679832932,47.65610056913095
2025-09-23,506650.0,495947.0,1018928040.676955,19925153.125,689481.1988843825,44.19020234592142
2025-09-24,502339.0,522936.0,1082611043.2192645,19925515.625,670588.1639552381,38.99135501110714
2025-09-25,542099.0,431725.0,997700373.1628518,19925878.125,772546.74568175,42.45725323431666
2025-09-26,553168.0,419078.0,934017370.6205422,19926590.625,933690.1283560653,42.45725323431666
2025-09-29,521335.0,444460.0,990624483.991484,19928028.125,695379.6972354824,42.45725323431666
2025-09-30,561370.0,555361.0,1139218156.5902066,19928398.4375,775226.6309429874,41.59077867851428
2025-10-01,577245.0,473880.0,1076906913.283782,19928768.75,848503.9048079305,47.65610056913095
2025-10-02,595776.0,381586.0,1019764936.475331,19929481.25,880778.7601960052,50.25552423653809
2025-10-03,595427.0,387726.0,884796047.8241848,19930240.625,1005100.3447185644,50.25552423653809
2025-10-06,550307.0,431274.0,922287405.7828364,19931000.0,799146.4684620671,56.32084612715476
2025-10-07,561921.0,430492.0,1034761479.658792,19931348.4375,771697.5502499844,51.12199879234047
2025-10-08,546778.0,427474.0,1109744195.5760958,19931696.875,872410.8157620439,46.789626013328565
2025-10-09,543331.0,367782.0,899792591.007645,19932053.125,713397.5826106608,44.19020234592142
2025-10-10,584389.0,418155.0,989771850.1084098,19932409.375,750438.8877122811,54.58789701554999
2025-10-14,524219.0,562791.0,1267207899.0024335,19934462.5,1186614.214565393,57.187320682957136
2025-10-15,542831.0,480244.0,1079751109.2091742,19934873.4375,884969.5849917204,53.721422459747615
2025-10-16,556999.0,497400.0,1124278123.987008,19935284.375,855280.5148967869,58.05379523875952
2025-10-17,591614.0,480068.0,1159633832.2093213,19936084.375,1023520.4925027348,65.85206624098095
2025-10-20,507550.0,424653.0,1086700886.7873514,19937459.375,666590.8677033669,51.12199879234047
2025-10-21,538842.0,429039.0,1093994181.3295484,19937782.8125,850814.3175211211,51.12199879234047
2025-10-22,507518.0,489141.0,1115874064.956139,19938106.25,741174.0523794979,47.65610056913095
2025-10-23,527286.0,426260.0,1035647824.9919724,19938862.5,697241.3937912646,45.056676901723804
2025-10-24,546753.0,571212.0,1305499723.053261,19939602.083333332,667454.3568794368,43.323727790119044
2025-10-27,522563.0,507349.0,1072114297.7029574,19940341.666666668,761327.3711046356,45.056676901723804
2025-10-28,504390.0,524707.0,1181513715.835912,19941081.25,736003.6645435995,43.323727790119044
2025-10-29,517043.0,392028.0,929747081.658896,19941459.375,677013.4469705233,42.45725323431666
2025-10-30,540811.0,554058.0,1240553837.666823,19941837.5,803129.0048938744,44.19020234592142
2025-10-31,572374.0,460063.0,1085484607.9584696,19942606.25,831320.2267989283,41.59077867851428
2025-11-03,547702.0,447703.0,1100991530.929305,19943406.25,892146.3155463724,46.636408427842404
2025-11-04,582796.0,375984.0,1015703454.5897112,19944206.25,1183435.9396975115,65.29097179897937
2025-11-05,550413.0,396072.0,1069977684.9876348,19944595.3125,956066.0221673755,58.29551053480301
2025-11-06,534781.0,416278.0,1085484607.9584696,19944984.375,853294.6176951507,50.13413905993059
2025-11-07,569444.0,476245.0,1100991530.929305,19945687.5,955703.895702736,51.300049270626644
2025-11-10,526898.0,449593.0,1085484607.9584696,19946757.8125,778893.0625922807,44.30458800645029
2025-11-12,504920.0,451023.0,1086613750.3494294,19947828.125,826944.9627268527,45.47049821714634
2025-11-13,508310.0,439196.3333333333,1037279875.2625045,19948232.8125,926634.13988167,48.96822884923453
2025-11-14,511700.0,427369.6666666667,987946000.1755795,19948637.5,995029.7736064784,67.6227922203715
2025-11-17,515090.0,415543.0,938612125.0886546,19950090.625,1063425.4073312867,65.29097179897937
2025-11-18,517212.0,317239.0,1006737198.683799,19950451.5625,1343194.8854013595,83.94553517011633
2025-11-19,535320.0,361791.0,1037015009.17053,19950812.5,1173095.750588857,79.2818943273321
2025-11-20,545087.0,361895.0,991598293.4404336,19951215.625,1105598.272907236,80.44780453802815
2025-11-21,603204.0,413267.0,1142987345.8740876,19951618.75,1495590.690445274,116.59102106960601
2025-11-24,503446.0,400125.0,1082431724.900626,19953053.125,861686.3903758163,67.6227922203715
2025-11-25,513166.0,350825.0,870487051.4935104,19953409.375,784418.1586211621,66.45688200967543
2025-11-26,535443.0,477042.0,1241390229.9559624,19953765.625,830747.6217916952,62.95915137758725
2025-11-28,543603.0,511691.0,1113270480.6428328,19955031.25,824214.7451379896,57.129600324106946
2025-12-01,557926.0,402123.0,987099826.1699784,19956425.0,857329.0188231936,86.27735559150845
2025-12-02,546016.0,412650.0,942569006.9442656,19956770.3125,921558.1286885767,75.7841636952439
2025-12-03,542787.0,429624.0,979678022.9656932,19957115.625,900909.3132386192,65.29097179897937
2025-12-04,540083.0,414109.0,979678022.9656932,19957429.6875,646466.9202319597,58.29551053480301
2025-12-05,534245.0,356330.0,883194581.309981,19957743.75,709404.1136714809,47.802318638538466
2025-12-08,477476.0,580273.0,1098426874.2342618,19959231.25,784830.4224788058,50.13413905993059
2025-12-09,507794.0,448961.0,957412613.3528364,19959601.5625,776613.5305286378,50.13413905993059
2025-12-10,511694.0,550483.0,1150379496.6642606,19959971.875,914869.043547844,44.30458800645029
2025-12-11,513356.0,472857.0,1179902024.3226545,19960684.375,774147.1403805193,46.636408427842404
2025-12-12,537832.0,417151.0,1068190154.384884,19961388.541666668,702636.2816303715,44.30458800645029
2025-12-15,507663.0,423355.0,987155039.2246507,19962092.708333332,720504.6651691098,47.802318638538466
2025-12-16,507318.0,443734.0,1082923811.686744,19962796.875,780076.6131121261,47.802318638538466
2025-12-17,511367.0,446512.0,1016622353.828372,19963528.125,882040.6829878592,46.636408427842404
2025-12-18,518421.0,463881.0,1060823325.7339536,19963898.4375,829422.6159665472,51.300049270626644
2025-12-19,556166.0,434180.0,1068190154.384884,19964268.75,847888.2618509758,43.13867779575423
2025-12-22,497545.0,427277.0,1023989182.4793022,19965700.0,736001.7052159702,39.64094716366605
2025-12-23,520980.0,431004.0,1068190154.384884,19966079.6875,799108.3672970335,37.309126742273925
2025-12-24,513917.0,501255.0,1171325755.4979067,19966459.375,765373.1877687671,36.14321653157786
2025-12-26,477921.0,517078.0,1149714808.6043208,19967153.125,778018.1002545459,39.64094716366605
2025-12-29,516338.0,547262.0,1134974875.1606758,19968646.875,1036168.8939725592,38.47503695296999
2025-12-30,539847.0,369499.0,877026039.8968855,19969296.875,858830.5541154279,34.9773063208818
2025-12-31,547272.0,408137.0,980205574.0024016,19970043.75,974765.5469619614,32.645485899489685
2026-01-02,518434.0,458965.0,1061275207.9424502,19970790.625,814803.9986425253,37.309126742273925
2026-01-05,519989.0,409625.0,972835607.2805792,19971537.5,847703.8857780426,44.30458800645029
2026-01-06,517888.0,424895.0,958095673.836934,19972284.375,758263.2373222283,38.47503695296999
2026-01-07,485087.0,425191.0,1083385108.1079175,19972925.0,802197.7068646976,37.309126742273925
2026-01-08,476585.0,334415.0,965289669.1289088,19973256.25,652362.4516715948,37.309126742273925
2026-01-09,512937.0,355655.0,1033929118.9983668,19973587.5,746111.0372672776,33.81139611018575
2026-01-12,469584.0,411249.0,1033929118.9983668,19975018.75,625218.6308940707,34.9773063208818
2026-01-13,489392.0,336329.0,982960782.146335,19975348.4375,1006580.5513855662,37.309126742273925
2026-01-14,501548.0,324327.0,902867681.3788556,19975678.125,1068823.7305893258,40.8068573743621
2026-01-15,516730.0,374223.0,1012085546.0617816,19976365.625,1033477.6358341476,39.64094716366605
2026-01-16,517080.0,361943.0,946554827.2520258,19977431.25,789177.0023771004,37.309126742273925
2026-01-20,466340.0,383148.0,968398400.1886111,19978496.875,855542.7916943477,41.972767585058165
2026-01-21,503455.0,428195.0,997523164.104058,19978889.0625,801480.8111622838,39.64094716366605
2026-01-22,478520.0,464040.0,1163912656.954194,19979281.25,772841.5469608168,37.309126742273925
2026-01-23,500192.0,436563.0,985930374.4704596,19979993.75,914813.6504101042,34.9773063208818
2026-01-26,465362.0,402432.0,873252617.3881215,19980706.25,731844.4203038744,40.8068573743621
2026-01-27,475414.0,362327.0,859167897.7528292,19981353.125,713254.8186764895,38.47503695296999
2026-01-28,485652.0,336095.0,774659579.9410756,19981701.5625,731729.753518935,36.14321653157786
2026-01-29,521611.0,428725.0,901422056.658706,19982050.0,803319.5571602333,48.96822884923453
2026-01-30,580888.0,380796.0,922549136.1116446,19982760.9375,976070.0602037568,55.96369011341089
2026-02-02,521176.0,357323.0,830998458.4822448,19983471.875,1193527.4833413302,76.58745357710399
2026-02-03,550746.0,435461.0,929591495.9292908,19984084.375,1187576.4870021674,67.88433385243307
2026-02-04,532371.0,411218.0,1000015094.105752,19984457.8125,1166001.434789569,69.62495779736726
2026-02-05,619296.0,384550.0,894379696.8410602,19984831.25,1898810.288821851,153.17490715420797
2026-02-06,646236.0,410157.0,1021142173.5586904,19985570.833333332,1734627.4722749344,174.06239449341814
2026-02-09,481228.0,402013.0,1019852322.0010468,19986310.416666668,1103310.3329839911,74.8468296321698
2026-02-10,486763.0,385928.0,900973830.4794524,19987050.0,951230.1614807243,66.14370990749889
2026-02-11,490231.0,455182.0,982311745.73107,19987712.5,937444.4147898792,76.58745357710399
2026-02-12,504187.0,484938.0,1107446999.964327,19988103.125,895812.5123602292,66.14370990749889
2026-02-13,521603.0,529750.0,944771169.4610924,19988493.75,796849.4329392576,62.66246201763053
2026-02-17,446864.0,659135.0,1032365847.4243728,19989879.6875,765420.1043560333,50.47809440309126
2026-02-18,454158.0,507143.0,957284694.8844184,19991265.625,742192.376582318,48.73747045815708
2026-02-19,473222.0,512501.0,1020622252.4872998,19992056.25,739025.5795732432,46.9968465132229
2026-02-20,493761.0,413542.0,983397435.876668,19992753.125,930292.6561591718,45.25622256828871
2026-02-23,458764.0,453671.0,1062356354.0857432,19993450.0,753889.3267632986,57.44059018282798
2026-02-24,501015.0,566873.0,1184383773.1361327,19994171.875,989083.0758845336,57.44059018282798
2026-02-25,509923.0,485381.0,1119781021.874162,19994843.75,1061990.20480807,53.959342292959626
2026-02-26,521846.0,425509.0,1004931686.2973248,19995220.3125,997676.891917111,50.47809440309126
2026-02-27,549158.0,415510.0,1012109769.7708768,19995596.875,802982.2366525223,52.21871834802544
2026-03-02,515250.0,422366.0,976219352.4031156,19996975.0,838682.932739344,62.66246201763053
2026-03-03,504537.0,381186.0,961863185.4560106,19997326.5625,811376.1325293232,57.44059018282798
2026-03-04,516794.0,377812.0,933150851.5618018,19997678.125,970657.608921768,57.44059018282798
2026-03-05,522467.0,464513.0,1192841923.7049837,19998381.25,833310.7563178254,57.44059018282798
2026-03-06,531723.0,442642.0,1052672432.0364788,19999098.4375,837959.4356033271,50.47809440309126
2026-03-09,468702.0,415576.0,994991750.8290006,19999815.625,725766.9979570974,53.959342292959626
2026-03-10,484745.0,381301.0,994991750.8290006,20000528.125,819118.5083039444,46.9968465132229
2026-03-11,475423.0,401926.0,1002201835.9799352,20000915.625,714908.2143845198,43.515598623354535
2026-03-12,496301.0,449282.0,930100984.4705876,20001303.125,715223.3380213159,43.515598623354535
2026-03-13,525035.0,399857.0,872420303.2631093,20001970.3125,761439.71975575,46.9968465132229
2026-03-16,477639.0,405364.0,901260643.8668482,20002637.5,943913.3090156264,48.73747045815708
2026-03-17,488604.0,372893.0,915680814.1687176,20003359.375,808132.3337681588,45.25622256828871
2026-03-18,472748.0,441086.0,1002201835.9799352,20003679.6875,770001.1028263333,46.9968465132229
2026-03-19,486162.0,442571.0,966151410.2252612,20004000.0,638206.3944732521,45.25622256828871
2026-03-20,496098.0,423312.0,958881917.8174204,20004978.125,654603.7156457596,52.21871834802544
2026-03-23,476303.0,540923.0,1064142948.360755,20005956.25,699206.7617552384,45.25622256828871
2026-03-24,460523.0,382745.0,831361678.4068401,20006304.6875,709887.2758503245,40.03435073348617
2026-03-25,501248.0,514820.0,1017586694.3699718,20006653.125,691480.8570040257,41.77497467842035
2026-03-26,491918.0,629007.0,1097397415.4970288,20007368.75,754796.9113293219,40.03435073348617
2026-03-27,507433.0,664609.0,1010935800.9427172,20008083.333333332,831740.415680567,48.73747045815708
2026-03-30,459981.0,532760.0,904521506.1066417,20008797.916666668,826612.1484346661,52.21871834802544
2026-03-31,485131.0,523751.0,904521506.1066417,20009512.5,764466.326108077,45.25622256828871
2026-04-01,527189.0,683419.0,1077444735.2152646,20010271.875,660117.118000317,41.77497467842035
2026-04-02,505693.0,508404.0,964379546.951934,20010620.3125,871504.38238046,40.03435073348617
2026-04-03,498568.0,459037.0,898750099.8899364,20010968.75,640794.1503572142,36.55310284361781
2026-04-06,447163.0,465261.0,884234327.0715194,20012375.0,602231.6032533034,45.25622256828871
2026-04-07,480114.0,538981.0,953315133.8739818,20012765.625,841917.659089358,43.515598623354535
2026-04-08,489051.0,558574.0,1022395940.676444,20013156.25,768962.4655570782,46.9968465132229
2026-04-09,484467.0,586158.0,994763617.9554594,20013532.8125,710837.931920985,41.77497467842035
2026-04-10,507681.0,448495.0,863510085.0307804,20013909.375,782677.3136501362,41.77497467842035
2026-04-13,454902.0,641052.0,1022395940.676444,20015356.25,800470.9252456812,38.29372678855199
2026-04-14,491023.0,610515.0,1132925231.560384,20015737.5,1033682.532575698,43.515598623354535
2026-04-15,470280.0,465753.0,863510085.0307804,20016118.75,815890.0492993786,40.03435073348617
2026-04-16,495979.0,630320.0,1050028263.3974292,20016856.25,845560.130677797,40.03435073348617
2026-04-17,521678.0,552747.0,968172577.6598403,20017570.3125,896522.3109313863,55.699966237893804
2026-04-20,464309.0,547526.0,876259523.4853154,20018284.375,993862.5706417478,36.55310284361781
2026-04-21,478903.0,537497.0,909961812.8501352,20018987.5,936111.2011884672,36.55310284361781
2026-04-22,493157.0,542847.0,882999981.3582796,20019331.25,985555.6121752082,40.03435073348617
2026-04-23,490574.0,450825.0,815595402.6286399,20019675.0,850922.3472511319,43.515598623354535
2026-04-24,506108.0,589597.0,1004328223.0716304,20020390.625,1090364.3555603814,36.55310284361781
2026-04-27,465611.0,580030.0,930183186.4690272,20021106.25,750687.7786066815,34.81247889868363
2026-04-28,472688.0,566274.0,936923644.3419912,20021821.875,833428.750087962,33.071854953749444
2026-04-29,482542.0,383942.0,856038149.8664234,20022481.25,790125.6715432041,33.071854953749444
2026-04-30,509941.0,409874.0,943664102.2149549,20022826.5625,838690.4654328697,34.81247889868363
2026-05-01,541560.0,593987.0,1064992343.928306,20023171.875,938241.342311199,35.234154848034606
2026-05-04,485657.0,567996.0,981197688.9785694,20024640.625,902244.7299545832,35.8747758452716
2026-05-05,508713.0,585611.0,987782908.3676876,20024993.75,874548.6194185915,38.43725983421957
2026-05-06,498493.0,526789.0,928515933.865626,20025346.875,771662.1302452935,45.48409080382649
2026-05-07,497326.0,531108.0,935101153.2547442,20025987.5,780559.218842086,40.99974382316754
2026-05-08,506524.0,581936.0,968027250.2003336,20026728.125,717050.1096048666,44.843469806589496
2026-05-11,457665.0,772122.0,1086561199.204456,20027468.75,765312.1701029042,37.79663883698258
2026-05-12,476383.0,587513.0,882419398.1418005,20028209.375,714403.5157720968,36.51539684250859
2026-05-13,485900.0,620400.0,915345495.0873904,20028975.0,785360.5852430944,35.234154848034606
2026-05-14,489856.0,684549.0,994368127.7568054,20029323.4375,809553.6581834825,37.15601783974559
2026-05-15,525031.0,618617.0,963695673.6867332,20029671.875,780455.2158948757,35.234154848034606
2026-05-18,474167.0,600874.0,950708405.57067,20031165.625,741629.0473852009,35.8747758452716
2026-05-19,469682.0,618114.0,964289954.2216796,20031554.6875,775477.9899422341,35.234154848034606
2026-05-20,473582.0,676439.0,1032197697.4767272,20031943.75,641105.8921167805,30.749807867375658
2026-05-21,484958.0,538509.0,862428339.3391081,20032276.5625,626082.5021439278,30.749807867375658
2026-05-22,547131.0,708628.0,1059360794.7787468,20032609.375,774187.097278707,33.95291285356062
2026-05-26,464460.0,627380.0,943917631.2451652,20034781.25,740481.3461459216,32.031049861849645
2026-05-27,474906.0,645768.0,950708405.57067,20035121.875,913348.760122134,33.95291285356062
2026-05-28,490956.0,779340.0,1100105440.7317753,20035462.5,1054569.9712650331,38.43725983421957
2026-05-29,518522.0,648318.0,959580184.8628848,20036243.75,860661.5609288147,35.8747758452716
2026-06-01,508084.0,558154.0,932513615.5806334,20037631.25,898791.4470575713,37.79663883698258
2026-06-02,501194.0,438817.0,759825908.9916271,20037940.625,1152723.8875062512,53.171542770670406
2026-06-03,515383.0,424362.0,746010892.4645066,20038250.0,1029535.221005547,49.96843778448544
2026-06-04,538439.0,588281.0,980866173.425555,20038579.6875,1020537.8105485754,55.734026759618374
2026-06-05,557607.0,569981.0,932513615.5806334,20038909.375,1091716.9234948244,64.06209972369929
2026-06-08,457079.0,580206.0,877253549.4721516,20040275.0,789416.9016723701,46.124711801063484
2026-06-09,466012.0,573287.0,856531024.6814705,20040625.0,767543.8887483565,42.92160681487852
2026-06-10,478720.0,567680.0,870346041.2085911,20040975.0,756179.2365444488,41.640364820404535
2026-06-11,487498.0,637515.0,932513615.5806334,20041310.9375,756757.5969732985,42.28098581764153
2026-06-12,515594.0,647883.0,1015403714.743356,20041646.875,802698.971338471,39.07788083145656
2026-06-15,492782.0,710717.0,931566968.2181836,20043056.25,798320.8407747869,42.92160681487852
2026-06-16,477480.0,786360.0,1006092325.6756384,20043501.5625,829580.7529998745,40.35912282593055
2026-06-17,474545.0,601375.0,819778932.0320016,20043946.875,667466.145781686,37.79663883698258
2026-06-18,503361.0,815537.0,1024723665.040002,20044600.0,705918.3180308954,39.07788083145656
2026-06-22,454922.0,770946.0,968829646.9469112,20045687.5,727163.9807496,38.43725983421957
2026-06-23,464862.0,862979.0,1074407236.6783051,20046775.0,785248.442859066,41.640364820404535
2026-06-24,488035.0,749523.0,962619200.4921228,20047437.5,808795.2459161513,45.48409080382649
2026-06-25,522671.0,805731.0,1055775897.3139414,20048171.875,1048642.548934362,45.48409080382649
2026-06-26,521746.0,712555.0,962619200.4921228,20048887.5,1229436.3840608692,42.28098581764153
2026-06-29,490860.0,531503.0,831838314.3459485,20049603.125,990718.3638602766,39.07788083145656
2026-06-30,563177.0,621005.0,991551270.7003708,20050359.375,1139145.718189321,40.35912282593055
