Date,KOSPI_Volatility,volume_btc,bitcoin_kr
2024-01-25,16.92,9498.40846178,16.0
2024-01-26,16.96,13066.76438447,15.0
2024-01-29,17.27,9384.903927989999,12.0
2024-01-30,17.11,11582.50060934,13.0
2024-01-31,17.02,10497.583926629999,13.0
2024-02-01,16.79,10116.89016116,10.0
2024-02-02,17.79,11781.807426970001,10.0
2024-02-05,18.06,8753.55641307,12.0
2024-02-06,17.59,6331.985793510001,11.0
2024-02-07,17.62,6715.43751712,12.0
2024-02-08,17.24,8052.544837220001,16.0
2024-02-13,18.02,11798.994184160001,21.0
2024-02-14,17.98,12470.29936637,24.0
2024-02-15,17.79,12505.72319932,26.0
2024-02-16,17.41,8228.273801379999,19.0
2024-02-19,18.02,6158.366011849999,18.0
2024-02-20,18.09,8219.4267265,19.0
2024-02-21,18.5,7047.79502064,16.0
2024-02-22,18.22,5617.04571793,15.0
2024-02-23,18.31,5274.10243455,17.0
2024-02-26,17.94,8064.81313246,19.0
2024-02-27,17.16,15691.27265812,34.0
2024-02-28,16.83,24304.000576190003,60.0
2024-02-29,16.77,21386.71093094,69.0
2024-03-04,17.33,15774.861580460001,56.0
2024-03-05,17.13,26574.45016074,93.0
2024-03-06,17.25,17813.164638759998,61.0
2024-03-07,17.25,7584.19963243,41.0
2024-03-08,17.25,10160.11111224,38.0
2024-03-11,18.05,16845.64165247,100.0
2024-03-12,17.8,10072.47812301,74.0
2024-03-13,16.93,9731.46689284,57.0
2024-03-14,16.51,12562.65998737,53.0
2024-03-15,16.83,22343.67636504,61.0
2024-03-18,17.12,7807.02342058,39.0
2024-03-19,16.78,17219.28912998,48.0
2024-03-20,16.92,17436.04850521,46.0
2024-03-21,17.53,10101.81159989,34.0
2024-03-22,17.13,8699.93725303,33.0
2024-03-25,17.35,8993.069062909999,48.0
2024-03-26,17.34,7215.230216,30.0
2024-03-27,17.14,8715.999056480001,29.0
2024-03-28,16.88,6924.802158570001,27.0
2024-03-29,16.84,5455.03128394,27.0
2024-04-01,17.13,5859.01091483,30.0
2024-04-02,17.1,10474.90721042,37.0
2024-04-03,17.63,5650.56368619,27.0
2024-04-04,17.2,5518.80421616,23.0
2024-04-05,18.12,4908.75409296,26.0
2024-04-08,18.16,7060.25128565,27.0
2024-04-09,18.09,5915.2593445,24.0
2024-04-11,18.03,4134.56710985,26.0
2024-04-12,17.59,5753.08117675,32.0
2024-04-15,18.45,7476.63087305,41.0
2024-04-16,19.95,8140.43698781,29.0
2024-04-17,20.02,8759.01538675,29.0
2024-04-18,19.42,7942.353780580001,34.0
2024-04-19,21.22,11306.45998491,43.0
2024-04-22,19.8,4104.273971,25.0
2024-04-23,18.93,4202.04864032,20.0
2024-04-24,18.02,4474.33512393,20.0
2024-04-25,18.82,5152.78430681,29.0
2024-04-26,18.32,2807.41695879,18.0
2024-04-29,18.13,5905.00125089,26.0
2024-04-30,18.14,8928.5086383,25.0
2024-05-01,18.14,18231.75267088,100.0
2024-05-02,17.88,7668.52109729,70.0
2024-05-03,17.51,9840.54241871,63.0
2024-05-07,17.21,3888.3810248600003,44.0
2024-05-08,16.46,4810.118624369999,43.0
2024-05-09,16.49,4206.48778846,65.0
2024-05-10,16.29,4493.2130432,77.0
2024-05-13,16.6,3995.6257212,48.0
2024-05-14,16.73,3618.28164024,42.0
2024-05-16,15.98,4995.98233205,45.0
2024-05-17,15.98,3851.86115573,40.0
2024-05-20,15.95,5048.92931285,46.0
2024-05-21,15.85,6499.41356373,84.0
2024-05-22,15.71,3637.5832315000002,59.0
2024-05-23,15.22,5279.92610162,57.0
2024-05-24,15.43,3463.1123832999997,50.0
2024-05-27,15.21,3343.82507712,41.0
2024-05-28,15.07,4217.163793199999,45.0
2024-05-29,15.66,3101.59278464,45.0
2024-05-30,16.82,3449.0166345099997,41.0
2024-05-31,16.9,2800.36929915,37.0
2024-06-03,16.69,3494.02812138,46.0
2024-06-04,16.64,3301.81186726,37.0
2024-06-05,16.56,3638.82961719,41.0
2024-06-07,16.64,4118.41679589,46.0
2024-06-10,17.17,1909.01851238,40.0
2024-06-11,17.16,4951.76980957,47.0
2024-06-12,17.4,4441.19493837,44.0
2024-06-13,16.52,3085.6091803,40.0
2024-06-14,16.03,2863.76314711,42.0
2024-06-17,16.71,4061.35751407,68.0
2024-06-18,16.34,3908.21825958,92.0
2024-06-19,16.33,2340.12181298,46.0
2024-06-20,16.56,2500.0879618,46.0
2024-06-21,16.52,3635.39281715,40.0
2024-06-24,17.02,8767.52057092,61.0
2024-06-25,16.98,4864.33040456,48.0
2024-06-26,16.74,2678.90694244,40.0
2024-06-27,16.57,2445.42593034,48.0
2024-06-28,16.1,2661.3819785899996,41.0
2024-07-01,16.05,2821.48915664,38.0
2024-07-02,15.88,1998.72630474,36.0
2024-07-03,15.55,3598.86779853,44.0
2024-07-04,16.36,7600.83268838,71.0
2024-07-05,16.72,12210.32692793,94.0
2024-07-08,16.81,6649.5225654900005,62.0
2024-07-09,16.28,3527.57805411,49.0
2024-07-10,16.08,3869.11728175,51.0
2024-07-11,16.12,3792.89137042,51.0
2024-07-12,16.44,2713.33432888,37.0
2024-07-15,16.47,6309.72498592,65.0
2024-07-16,16.34,7903.506711120001,60.0
2024-07-17,16.53,4960.46735508,51.0
2024-07-18,16.79,3501.50194725,51.0
2024-07-19,17.27,5153.99889666,47.0
2024-07-22,18.39,3718.6611218099997,55.0
2024-07-23,17.47,3892.47501634,46.0
2024-07-24,17.42,3789.68269255,50.0
2024-07-25,18.77,5095.552857629999,54.0
2024-07-26,17.98,4046.2532310300003,48.0
2024-07-29,17.51,5506.26469247,67.0
2024-07-30,17.78,3785.07200725,51.0
2024-07-31,17.51,3670.11448047,45.0
2024-08-01,17.12,6135.21552332,27.0
2024-08-02,21.77,6183.87297045,26.0
2024-08-05,45.86,29519.79098552,100.0
2024-08-06,43.08,10474.42466889,42.0
2024-08-07,30.17,6453.54883447,33.0
2024-08-08,29.02,8579.45436023,31.0
2024-08-09,26.53,5285.45123513,27.0
2024-08-12,24.49,6506.95467324,32.0
2024-08-13,23.64,3682.55847374,26.0
2024-08-14,22.1,4522.24982867,23.0
2024-08-16,19.9,3657.47593776,29.0
2024-08-19,23.22,3504.1911921,28.0
2024-08-20,21.03,4082.30506242,27.0
2024-08-21,21.18,3689.75962151,22.0
2024-08-22,21.16,2886.57588483,23.0
2024-08-23,21.28,5135.92505418,23.0
2024-08-26,20.96,2859.38162779,21.0
2024-08-27,19.76,4625.93211605,28.0
2024-08-28,19.38,5306.92086792,28.0
2024-08-29,19.8,3413.41837394,24.0
2024-08-30,18.81,3770.2368813699995,25.0
2024-09-02,19.34,2977.84348014,20.0
2024-09-03,19.73,3668.7857059299995,26.0
2024-09-04,26.04,6212.05391712,26.0
2024-09-05,25.5,5394.505416419999,26.0
2024-09-06,26.81,9366.58776208,27.0
2024-09-09,25.61,5534.04669144,24.0
2024-09-10,23.84,5317.87337244,24.0
2024-09-11,24.06,5787.96206399,26.0
2024-09-12,21.73,5230.36813115,22.0
2024-09-13,21.68,4809.38211403,23.0
2024-09-19,22.16,10417.572882870001,32.0
2024-09-20,21.0,6859.87433675,30.0
2024-09-23,21.49,3643.99248054,26.0
2024-09-24,22.26,2654.39607419,23.0
2024-09-25,23.91,2511.47536394,23.0
2024-09-26,25.63,3659.51867424,25.0
2024-09-27,25.4,3321.41300666,26.0
2024-09-30,25.44,4211.82162048,27.0
2024-10-02,25.89,7457.1090676700005,22.0
2024-10-04,25.84,4627.877416560001,22.0
2024-10-07,25.41,5247.82894811,22.0
2024-10-08,25.62,4094.5023648100005,24.0
2024-10-10,23.27,4881.412901690001,25.0
2024-10-11,21.99,5206.78349518,23.0
2024-10-14,21.81,8062.02338994,25.0
2024-10-15,21.24,10020.21665908,28.0
2024-10-16,21.65,8047.30589863,31.0
2024-10-17,21.09,5114.54655483,26.0
2024-10-18,20.75,5993.03258895,27.0
2024-10-21,20.9,6899.04064909,31.0
2024-10-22,21.7,5254.6850692299995,24.0
2024-10-23,21.54,4309.50763881,24.0
2024-10-24,22.09,5430.41396412,25.0
2024-10-25,22.12,6157.228465120001,28.0
2024-10-28,21.92,5813.37199652,30.0
2024-10-29,21.44,10015.81325099,56.0
2024-10-30,21.55,7532.30766587,45.0
2024-10-31,22.65,6389.4450371,37.0
2024-11-01,22.95,9331.52004975,13.0
2024-11-04,22.83,6665.1704634,13.0
2024-11-05,22.52,8898.60204699,13.0
2024-11-06,20.72,30022.55076711,59.0
2024-11-07,19.77,10248.57827425,24.0
2024-11-08,19.03,9111.7666779,21.0
2024-11-11,19.82,18865.35675136,41.0
2024-11-12,21.62,31368.109414990002,60.0
